close,neutral,open
0.14285714285714285,0.5714285714285714,0.2857142857142857
0.2857142857142857,0.14285714285714285,0.5714285714285714
0.2857142857142857,0.2857142857142857,0.42857142857142855
0.5714285714285714,0.0,0.42857142857142855
0.3333333333333333,0.0,0.6666666666666666
0.6666666666666666,0.3333333333333333,0.0
0.6,0.4,0.0
0.42857142857142855,0.14285714285714285,0.42857142857142855
0.25,0.375,0.375
0.0,0.2857142857142857,0.7142857142857143
0.25,0.25,0.5
0.625,0.125,0.25
0.2857142857142857,0.42857142857142855,0.2857142857142857
0.3333333333333333,0.4166666666666667,0.25
0.375,0.375,0.25
0.375,0.375,0.25
0.2857142857142857,0.2857142857142857,0.42857142857142855
0.375,0.125,0.5
0.5714285714285714,0.0,0.42857142857142855
0.16666666666666666,0.5,0.3333333333333333
0.18181818181818182,0.45454545454545453,0.36363636363636365
0.42857142857142855,0.2857142857142857,0.2857142857142857
0.5714285714285714,0.0,0.42857142857142855
0.0,0.5,0.5
0.5714285714285714,0.2857142857142857,0.14285714285714285
0.5,0.25,0.25
0.42857142857142855,0.2857142857142857,0.2857142857142857
0.36363636363636365,0.2727272727272727,0.36363636363636365
